iter	RMSE
710	12.91019527
711	12.91002183
712	12.90959914
713	12.90946142
714	12.90930162
715	12.90912252
716	12.90892924
717	12.90872879
718	12.90838389
719	12.90793769
720	12.90764377
721	12.90728346
722	12.90699264
723	12.9067632
724	12.90654226
725	12.90642293
726	12.90624535
727	12.90590545
728	12.90564563
729	12.90534075
730	12.90513776
731	12.90471175
732	12.90431405
733	12.90390785
734	12.90369329
735	12.90345674
736	12.90322583
737	12.90292965
738	12.90276223
739	12.90225102
740	12.90203624
741	12.90181793
742	12.90157946
743	12.90135335
744	12.90120747
745	12.90102876
746	12.90076198
747	12.90051314
748	12.90029945
749	12.90003308
750	12.89969293
751	12.89950665
752	12.89920294
753	12.898824
754	12.89847647
755	12.89832043
756	12.89812284
757	12.89791399
758	12.89763543
759	12.89743584
760	12.89730052
761	12.89705757
762	12.89680085
763	12.89668092
764	12.89657419
765	12.89642484
766	12.89629519
767	12.89608262
768	12.89572231
769	12.89553944
770	12.89523988
771	12.89486611
772	12.8945744
773	12.89434434
774	12.89401132
775	12.89384362
776	12.89358744
777	12.89327219
778	12.89299582
779	12.89264057
780	12.892372
781	12.89212848
782	12.89195542
783	12.89163665
784	12.8914255
785	12.89119133
786	12.89090169
787	12.89070359
788	12.89053022
789	12.89032486
790	12.89015039
791	12.88979765
792	12.88959565
793	12.88924864
794	12.88904066
795	12.88884179
796	12.88866915
797	12.88839165
798	12.88804816
799	12.88779502
800	12.88758308
801	12.88739577
802	12.88725128
803	12.88702204
804	12.88693174
805	12.88675251
806	12.88658692
807	12.88644216
808	12.88623025
809	12.88594972
810	12.88572935
811	12.88556233
812	12.8853352
813	12.88510911
814	12.88474556
815	12.88461052
816	12.88424716
817	12.88402661
818	12.88383052
819	12.88368945
820	12.88345604
821	12.88327635
822	12.88306354
823	12.88272167
824	12.8825019
825	12.88231728
826	12.88214614
827	12.8820116
828	12.88183048
829	12.88149187
830	12.88122096
831	12.88095681
832	12.88074049
833	12.88058725
834	12.88026578
835	12.88008101
836	12.87970351
837	12.87949997
838	12.8792942
839	12.87899142
840	12.87865885
841	12.87842948
842	12.87807158
843	12.87785504
844	12.87770583
845	12.87741085
846	12.87704409
847	12.87689584
848	12.87676851
849	12.87650778
850	12.87629523
851	12.87604967
852	12.87586406
853	12.87555404
854	12.87538591
855	12.87506031
856	12.87477143
857	12.87455209
858	12.87440664
859	12.87422926
860	12.87402769
861	12.87384802
862	12.87350834
863	12.87331883
864	12.87284422
865	12.8726432
866	12.87231621
867	12.87220214
868	12.87205274
869	12.87182348
870	12.87171037
871	12.87147471
872	12.87109825
873	12.87081136
874	12.87066071
875	12.87047181
876	12.87028627
877	12.86993981
878	12.86974408
879	12.86946456
880	12.86931386
881	12.86917236
882	12.86897122
883	12.86878229
884	12.86844051
885	12.86808472
886	12.86790516
887	12.86766972
888	12.86742176
889	12.86720022
890	12.86696741
891	12.86677324
892	12.86631044
893	12.86610769
894	12.86593568
895	12.86575742
896	12.8655044
897	12.86535902
898	12.86501696
899	12.86467615
900	12.86445165
901	12.86427425
902	12.8641226
903	12.86395388
904	12.86349057
905	12.86313604
906	12.8629509
907	12.86265671
908	12.86246261
909	12.86224533
910	12.86188306
911	12.86162057
912	12.8614166
913	12.86127939
914	12.86112292
915	12.86091628
916	12.86084065
917	12.86069398
918	12.86047164
919	12.86017956
920	12.8599463
921	12.85978751
922	12.8596253
923	12.85941363
924	12.85933108
925	12.85910876
926	12.85891098
927	12.85869004
928	12.85854843
929	12.8584628
930	12.85834085
931	12.85809131
932	12.85790188
933	12.85753427
934	12.85737486
935	12.85724816
936	12.85698457
937	12.85673418
938	12.85659462
939	12.85637726
940	12.8560114
941	12.85587502
942	12.85569046
943	12.85547485
944	12.85524034
945	12.85504308
946	12.85486026
947	12.85467245
948	12.85434849
949	12.85417884
950	12.85390327
951	12.85371774
952	12.85352551
953	12.85325549
954	12.85308967
955	12.85263501
956	12.85247889
957	12.85231431
958	12.85196921
959	12.85172083
960	12.85138988
961	12.85120135
962	12.85100767
963	12.8507098
964	12.85045448
965	12.85026865
966	12.85004481
967	12.8498826
968	12.84973156
969	12.84950429
970	12.84928553
971	12.84898084
972	12.8486455
973	12.84838741
974	12.84812417
975	12.84797185
976	12.84776113
977	12.84748019
978	12.84714277
979	12.84689937
980	12.84670536
981	12.84635315
982	12.8461812
983	12.8459607
984	12.84574672
985	12.84551071
986	12.84532724
987	12.84514943
988	12.8449657
989	12.8447893
990	12.84457282
991	12.84428888
992	12.84407093
993	12.8438908
994	12.84358793
995	12.84347406
996	12.84330931
997	12.84322472
998	12.84294903
999	12.84269049
